ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
9632,Exercise 6,251.34,77.73,55.55,20,Female,54,156,27.5,Windy,8
9633,Exercise 12,401.6,59.83,61.88,27,Male,19,138,23.71,Snowy,10
9634,Exercise 14,410.45,81.81,54.68,24,Female,38,145,28.09,Windy,1
9635,Exercise 8,214.98,91.87,59.74,26,Male,19,116,19.11,Windy,7
9636,Exercise 2,416.53,82.87,75.21,53,Male,32,175,34.25,Snowy,6
9637,Exercise 10,170.92,58.88,59.27,18,Male,56,155,31.43,Windy,10
9638,Exercise 13,394.62,80.29,79.96,52,Male,45,117,32.93,Cloudy,1
9639,Exercise 12,248.01,54.58,74.65,53,Male,38,133,29.47,Windy,4
9640,Exercise 11,420.2,52.58,84.53,52,Female,43,175,33.66,Sunny,8
9641,Exercise 4,387.94,55.31,85.98,60,Female,41,159,21.94,Sunny,8
9642,Exercise 11,328.44,67.56,76.44,30,Male,45,174,22.67,Sunny,3
9643,Exercise 7,384.27,98.91,97.55,49,Female,21,133,33.01,Snowy,1
9644,Exercise 10,301.87,57.87,65.0,27,Male,18,126,19.39,Windy,5
9645,Exercise 10,356.63,67.4,54.42,56,Female,29,177,22.7,Snowy,7
9646,Exercise 7,157.68,93.42,71.75,33,Female,52,124,28.26,Snowy,8
9647,Exercise 10,243.29,68.06,69.03,29,Female,48,116,33.55,Snowy,6
9648,Exercise 5,497.34,54.21,53.39,27,Female,42,155,34.27,Windy,2
9649,Exercise 9,312.47,59.67,52.05,54,Male,29,123,19.8,Snowy,5
9650,Exercise 1,124.12,83.52,72.59,52,Male,55,107,23.13,Rainy,10
9651,Exercise 11,401.85,73.51,52.1,59,Male,28,166,20.43,Rainy,6
9652,Exercise 13,486.21,85.1,88.55,37,Male,45,178,23.63,Windy,7
9653,Exercise 7,238.67,75.9,75.45,41,Male,55,138,27.46,Snowy,2
9654,Exercise 3,203.22,57.86,81.11,23,Male,56,135,28.56,Snowy,4
9655,Exercise 8,390.61,58.88,61.93,41,Female,53,174,20.9,Sunny,5
9656,Exercise 7,181.05,98.86,89.39,46,Male,48,103,31.52,Sunny,5
9657,Exercise 6,425.44,86.62,93.33,57,Male,57,140,22.57,Cloudy,8
9658,Exercise 4,441.98,65.46,92.31,67,Female,30,164,22.26,Snowy,3
9659,Exercise 2,453.49,90.66,72.7,53,Female,32,114,24.86,Rainy,1
9660,Exercise 2,179.32,79.01,85.65,32,Male,41,121,31.68,Sunny,3
9661,Exercise 10,391.43,97.19,65.13,34,Male,31,157,21.35,Windy,5
9662,Exercise 3,372.83,87.65,85.21,52,Male,41,128,19.51,Cloudy,6
9663,Exercise 10,455.23,76.57,95.46,32,Female,43,138,23.98,Windy,9
9664,Exercise 8,477.31,89.19,71.31,49,Female,25,107,32.63,Snowy,1
9665,Exercise 5,497.64,50.96,89.61,68,Female,17,143,29.86,Snowy,5
9666,Exercise 13,346.21,82.87,91.71,66,Female,23,110,27.75,Snowy,9
9667,Exercise 2,225.35,98.15,81.27,31,Male,44,158,26.43,Cloudy,1
9668,Exercise 7,251.92,97.81,94.11,66,Female,48,161,32.94,Sunny,3
9669,Exercise 14,483.95,92.87,50.27,55,Female,20,109,18.97,Windy,8
9670,Exercise 2,238.42,99.88,70.71,61,Male,37,158,28.02,Rainy,10
9671,Exercise 12,184.54,100.0,76.58,58,Male,25,133,33.52,Rainy,5
9672,Exercise 4,379.13,95.94,99.23,20,Female,36,148,31.85,Windy,3
9673,Exercise 2,481.64,71.99,73.78,32,Male,36,140,33.99,Sunny,3
9674,Exercise 6,118.09,68.48,53.69,43,Male,48,175,34.35,Windy,4
9675,Exercise 14,484.49,54.09,64.27,26,Female,41,130,27.81,Rainy,10
9676,Exercise 14,136.98,98.54,50.94,28,Female,44,116,29.77,Snowy,9
9677,Exercise 5,339.81,72.95,88.84,40,Male,26,114,25.44,Windy,1
9678,Exercise 3,224.53,59.04,87.88,32,Male,47,102,19.94,Rainy,3
9679,Exercise 12,338.57,60.43,53.66,59,Male,35,169,23.47,Windy,10
9680,Exercise 14,155.46,56.95,84.21,68,Male,17,113,26.41,Snowy,9
9681,Exercise 1,361.58,87.93,67.12,68,Male,59,177,22.75,Sunny,4
9682,Exercise 8,255.94,79.25,94.7,55,Male,18,111,33.69,Sunny,4
9683,Exercise 6,120.5,57.26,62.06,21,Male,47,113,25.72,Cloudy,2
9684,Exercise 4,312.81,83.48,93.66,27,Female,30,101,30.0,Rainy,10
9685,Exercise 12,375.47,79.64,74.64,63,Male,32,100,23.66,Sunny,7
9686,Exercise 7,275.8,65.67,71.19,37,Male,22,121,28.89,Cloudy,5
9687,Exercise 10,364.55,83.51,96.76,48,Female,38,116,25.66,Windy,10
9688,Exercise 8,240.08,71.28,81.61,65,Male,18,160,20.72,Rainy,5
9689,Exercise 13,190.92,84.06,85.37,62,Female,19,139,23.23,Sunny,8
9690,Exercise 11,263.05,97.12,99.46,44,Male,41,138,22.1,Rainy,7
9691,Exercise 14,226.82,92.93,78.35,51,Female,27,168,28.55,Windy,6
9692,Exercise 9,458.72,60.55,69.21,45,Male,35,136,23.01,Rainy,4
9693,Exercise 7,135.3,80.36,97.85,63,Male,20,108,26.84,Snowy,1
9694,Exercise 6,260.51,72.72,52.66,27,Male,27,114,32.05,Cloudy,2
9695,Exercise 3,125.88,88.87,86.15,65,Female,40,124,30.6,Rainy,8
9696,Exercise 5,471.18,99.62,63.78,32,Male,58,146,19.58,Snowy,2
9697,Exercise 12,467.31,62.7,67.68,65,Male,29,108,18.52,Snowy,8
9698,Exercise 9,350.32,73.89,86.7,33,Male,27,130,32.16,Cloudy,2
9699,Exercise 7,202.07,72.37,92.97,35,Female,24,176,28.52,Snowy,10
9700,Exercise 10,435.77,76.15,61.01,20,Male,44,167,20.1,Sunny,5
9701,Exercise 7,202.39,54.29,82.79,44,Female,40,148,20.96,Rainy,5
9702,Exercise 3,376.41,75.43,81.81,24,Female,43,116,23.71,Sunny,7
9703,Exercise 11,299.52,72.99,60.56,36,Male,24,153,19.53,Windy,5
9704,Exercise 5,444.26,60.07,66.1,27,Male,46,115,32.95,Rainy,8
9705,Exercise 3,493.3,89.5,72.66,55,Male,18,111,33.83,Rainy,7
9706,Exercise 12,325.79,92.97,52.74,54,Male,37,157,28.56,Windy,3
9707,Exercise 5,322.58,64.22,50.68,41,Male,27,123,32.3,Rainy,6
9708,Exercise 6,125.06,56.11,98.22,33,Male,32,108,23.46,Cloudy,9
9709,Exercise 9,484.33,67.67,54.46,65,Female,50,101,18.87,Snowy,7
9710,Exercise 6,213.18,96.32,69.66,22,Male,30,110,28.87,Sunny,5
9711,Exercise 8,411.71,78.59,82.32,53,Male,19,179,21.56,Cloudy,2
9712,Exercise 12,353.1,85.04,65.48,52,Female,42,126,19.71,Cloudy,6
9713,Exercise 1,194.02,86.7,65.09,66,Female,47,111,25.8,Windy,2
9714,Exercise 6,147.67,93.41,89.97,64,Male,23,147,29.05,Windy,2
9715,Exercise 13,327.65,81.18,70.45,24,Male,21,120,25.66,Cloudy,2
9716,Exercise 4,292.84,63.5,87.2,28,Male,27,160,29.68,Windy,7
9717,Exercise 11,370.44,76.78,65.67,64,Female,46,106,27.01,Windy,5
9718,Exercise 14,230.39,73.44,63.91,52,Male,17,157,27.25,Windy,5
9719,Exercise 11,333.53,79.43,99.27,67,Male,44,122,27.82,Windy,8
9720,Exercise 13,363.42,88.03,66.96,56,Female,33,144,19.03,Rainy,4
9721,Exercise 7,387.41,87.72,60.96,32,Female,35,128,30.93,Rainy,3
9722,Exercise 4,116.88,82.63,98.76,49,Female,41,167,33.84,Cloudy,6
9723,Exercise 1,480.27,73.96,85.96,42,Female,31,143,26.02,Cloudy,2
9724,Exercise 2,481.18,66.5,83.59,37,Female,24,175,32.77,Sunny,10
9725,Exercise 8,474.45,74.26,82.91,48,Female,18,123,21.22,Rainy,4
9726,Exercise 14,341.54,71.09,86.46,24,Male,56,118,25.39,Sunny,3
9727,Exercise 8,178.98,56.67,64.19,48,Male,35,119,27.34,Rainy,4
9728,Exercise 12,176.27,68.32,52.15,59,Male,38,131,32.53,Cloudy,2
9729,Exercise 5,416.61,96.09,65.56,27,Female,44,156,30.75,Snowy,9
9730,Exercise 13,317.89,90.36,65.39,29,Male,43,128,33.39,Snowy,9
9731,Exercise 1,444.84,66.1,88.36,51,Male,56,160,29.41,Snowy,4
9732,Exercise 8,215.52,68.39,88.44,57,Female,34,117,20.78,Sunny,3
9733,Exercise 1,439.76,55.17,56.42,47,Male,26,104,24.19,Sunny,2
9734,Exercise 7,332.0,73.26,91.24,23,Female,26,135,30.43,Cloudy,9
9735,Exercise 12,325.52,55.82,71.37,41,Female,25,174,31.73,Windy,10
9736,Exercise 9,140.45,64.78,97.64,66,Male,44,122,22.46,Sunny,1
9737,Exercise 1,134.88,70.8,53.78,30,Male,17,170,27.13,Cloudy,4
9738,Exercise 11,336.47,64.46,75.99,23,Female,17,174,29.78,Windy,3
9739,Exercise 14,447.69,85.21,67.75,24,Male,54,123,24.54,Cloudy,6
9740,Exercise 5,397.15,98.55,72.52,21,Male,17,114,28.76,Rainy,6
9741,Exercise 3,400.63,92.33,88.25,23,Female,53,138,23.91,Rainy,9
9742,Exercise 14,432.44,79.81,75.3,28,Female,49,177,19.23,Snowy,1
9743,Exercise 11,487.55,89.95,73.73,24,Male,45,179,28.22,Sunny,4
9744,Exercise 2,154.73,59.8,79.56,28,Male,33,127,23.57,Rainy,7
9745,Exercise 9,353.8,75.35,97.84,59,Female,58,132,34.83,Sunny,1
9746,Exercise 7,428.1,52.28,71.7,61,Male,17,159,33.6,Windy,1
9747,Exercise 11,317.42,99.43,71.9,63,Male,29,104,25.5,Sunny,7
9748,Exercise 1,425.17,51.74,64.02,45,Male,20,166,25.51,Sunny,7
9749,Exercise 7,352.31,66.02,56.46,67,Male,51,121,23.75,Sunny,1
9750,Exercise 4,239.62,65.99,85.49,54,Male,58,150,29.35,Cloudy,7
9751,Exercise 5,234.18,69.7,78.83,56,Female,35,153,28.8,Cloudy,1
9752,Exercise 6,125.38,58.05,74.47,51,Male,39,170,32.51,Windy,8
9753,Exercise 12,281.73,68.08,83.5,45,Male,52,126,28.09,Cloudy,8
9754,Exercise 7,341.9,81.31,82.09,43,Female,55,124,19.98,Sunny,6
9755,Exercise 14,321.62,71.25,87.57,21,Female,58,141,33.14,Windy,3
9756,Exercise 12,475.81,60.46,79.82,55,Male,31,106,34.5,Cloudy,6
9757,Exercise 5,436.65,59.17,73.52,50,Female,36,141,20.34,Cloudy,5
9758,Exercise 6,490.22,53.22,57.89,34,Female,48,165,32.9,Windy,4
9759,Exercise 14,488.47,64.52,95.44,69,Female,25,148,26.95,Cloudy,9
9760,Exercise 11,206.15,86.63,99.83,47,Male,32,155,31.49,Windy,4
9761,Exercise 6,178.62,51.24,73.44,18,Female,43,161,29.71,Sunny,6
9762,Exercise 2,407.68,64.0,98.78,52,Female,32,153,24.69,Windy,7
9763,Exercise 6,379.4,65.64,80.37,44,Male,22,163,28.3,Cloudy,1
9764,Exercise 3,135.24,54.06,92.78,21,Male,30,149,26.39,Sunny,2
9765,Exercise 10,475.78,72.15,64.24,42,Female,23,165,29.89,Sunny,10
9766,Exercise 1,144.9,60.41,50.5,30,Female,16,111,27.92,Sunny,7
9767,Exercise 3,371.4,83.02,96.51,60,Male,42,101,20.26,Snowy,10
9768,Exercise 2,193.18,78.98,71.7,27,Female,59,110,33.39,Rainy,2
9769,Exercise 9,304.93,59.98,84.43,54,Male,52,123,30.05,Snowy,6
9770,Exercise 10,171.84,78.2,77.71,18,Male,17,119,33.59,Rainy,3
9771,Exercise 7,172.31,77.67,57.77,60,Female,20,151,18.28,Snowy,7
9772,Exercise 14,458.81,83.2,92.32,64,Female,46,153,22.93,Windy,2
9773,Exercise 3,499.66,91.46,89.38,48,Male,43,168,26.74,Windy,2
9774,Exercise 5,456.11,97.68,86.31,67,Male,22,114,20.85,Snowy,3
9775,Exercise 13,201.85,69.96,87.81,34,Male,43,107,29.46,Rainy,3
9776,Exercise 3,252.87,62.05,70.85,38,Female,23,174,33.52,Windy,3
9777,Exercise 5,340.58,72.1,83.02,68,Male,36,155,20.29,Rainy,1
9778,Exercise 3,425.67,51.11,81.55,69,Female,23,176,34.07,Sunny,4
9779,Exercise 6,452.28,59.67,73.3,28,Male,59,128,23.99,Windy,7
9780,Exercise 8,451.03,71.94,96.17,40,Female,44,178,32.07,Windy,7
9781,Exercise 3,407.63,64.25,53.02,28,Male,41,176,29.77,Rainy,6
9782,Exercise 3,273.92,75.15,86.05,36,Female,51,124,23.32,Rainy,10
9783,Exercise 4,105.51,59.38,93.61,50,Female,54,106,23.38,Rainy,8
9784,Exercise 4,441.65,92.92,71.27,43,Female,34,128,28.45,Windy,7
9785,Exercise 12,445.26,62.75,93.88,36,Female,38,129,24.81,Windy,4
9786,Exercise 6,358.54,54.98,74.33,68,Male,53,156,30.03,Snowy,3
9787,Exercise 9,207.84,84.53,94.82,40,Female,50,174,23.48,Windy,6
9788,Exercise 14,188.32,77.61,97.85,43,Male,41,142,29.28,Snowy,1
9789,Exercise 11,299.0,74.27,81.19,56,Male,53,125,24.33,Windy,6
9790,Exercise 4,126.74,79.32,53.36,35,Female,25,175,19.06,Cloudy,5
9791,Exercise 12,100.17,88.15,76.63,21,Female,53,157,32.55,Sunny,6
9792,Exercise 13,130.32,99.94,83.4,47,Male,50,122,26.86,Cloudy,8
9793,Exercise 9,456.43,75.68,84.89,33,Female,38,159,18.81,Rainy,2
9794,Exercise 6,351.21,77.72,76.93,63,Female,22,170,23.97,Sunny,4
9795,Exercise 4,422.6,72.06,97.27,25,Male,25,174,24.16,Rainy,10
9796,Exercise 12,291.71,63.11,90.99,32,Male,38,151,25.14,Snowy,5
9797,Exercise 2,136.03,87.89,50.67,20,Female,27,101,20.8,Windy,3
9798,Exercise 10,122.83,54.64,69.78,65,Female,41,147,28.42,Rainy,8
9799,Exercise 2,309.96,73.22,80.8,50,Male,43,156,25.28,Cloudy,8
9800,Exercise 1,114.49,52.05,63.8,48,Female,30,172,18.37,Sunny,5
9801,Exercise 4,241.63,92.09,84.3,44,Female,31,152,21.04,Snowy,9
9802,Exercise 14,219.37,86.9,70.93,35,Female,36,164,25.79,Rainy,7
9803,Exercise 6,124.84,76.72,68.23,23,Male,26,174,24.75,Snowy,7
9804,Exercise 10,409.64,60.73,85.93,63,Female,26,161,34.01,Sunny,10
9805,Exercise 8,222.88,94.79,97.41,46,Female,43,170,29.94,Windy,10
9806,Exercise 4,404.87,71.04,87.71,18,Female,23,151,19.05,Snowy,7
9807,Exercise 13,470.01,78.09,82.45,64,Female,17,155,27.13,Windy,4
9808,Exercise 12,151.65,96.7,75.82,56,Female,40,162,31.87,Windy,1
9809,Exercise 5,151.58,78.87,89.24,21,Male,35,110,20.51,Cloudy,8
9810,Exercise 12,251.74,96.41,86.73,19,Male,43,144,31.85,Sunny,6
9811,Exercise 10,341.19,57.29,98.51,46,Male,40,143,34.84,Rainy,7
9812,Exercise 8,309.73,78.69,93.36,34,Male,36,160,30.04,Rainy,9
9813,Exercise 9,193.85,99.68,50.63,42,Female,57,177,18.47,Cloudy,10
9814,Exercise 5,358.77,55.95,91.25,52,Female,56,113,32.06,Cloudy,4
9815,Exercise 13,459.93,64.49,58.82,40,Female,26,136,30.81,Sunny,4
9816,Exercise 9,489.25,91.12,66.53,48,Female,34,152,20.37,Snowy,6
9817,Exercise 6,420.48,76.21,60.63,38,Male,56,129,32.88,Cloudy,4
9818,Exercise 1,256.03,88.34,97.7,50,Female,50,109,19.38,Windy,5
9819,Exercise 13,141.01,73.31,93.05,34,Female,42,100,30.88,Rainy,3
9820,Exercise 9,375.74,86.38,56.28,21,Female,36,110,27.61,Sunny,4
9821,Exercise 5,333.5,58.95,79.17,62,Female,36,158,28.97,Cloudy,1
9822,Exercise 3,421.74,84.17,62.37,46,Male,39,109,23.2,Rainy,3
9823,Exercise 11,414.15,75.38,57.5,56,Female,15,169,33.1,Cloudy,5
9824,Exercise 1,247.77,65.86,74.54,43,Male,17,122,19.75,Snowy,2
9825,Exercise 13,213.02,58.38,61.96,49,Male,34,164,31.08,Rainy,10
9826,Exercise 14,447.76,95.63,75.16,59,Female,50,120,32.64,Cloudy,1
9827,Exercise 14,372.6,95.56,83.66,65,Male,16,108,26.78,Rainy,8
9828,Exercise 1,330.15,78.83,81.34,41,Male,30,166,27.59,Snowy,7
9829,Exercise 14,296.64,65.07,91.31,61,Female,33,178,23.96,Sunny,7
9830,Exercise 11,439.29,80.52,99.85,23,Female,36,128,24.82,Windy,2
9831,Exercise 14,135.79,99.62,80.93,41,Female,48,177,18.06,Rainy,8
9832,Exercise 6,407.05,55.41,52.56,64,Female,17,171,22.22,Windy,4
9833,Exercise 10,286.78,76.17,90.98,26,Female,56,115,20.92,Windy,1
9834,Exercise 4,290.43,57.17,84.98,19,Male,15,152,34.28,Rainy,6
9835,Exercise 14,484.95,59.87,53.94,63,Female,59,108,33.52,Windy,1
9836,Exercise 5,335.34,82.18,92.05,56,Male,37,132,22.16,Cloudy,9
9837,Exercise 5,351.54,93.99,57.4,40,Female,30,131,24.14,Sunny,3
9838,Exercise 13,333.53,70.07,89.24,27,Female,56,116,28.05,Cloudy,6
9839,Exercise 11,172.97,68.37,53.97,47,Male,48,173,30.41,Sunny,8
9840,Exercise 4,489.22,96.94,71.17,44,Female,31,158,32.49,Windy,9
9841,Exercise 9,328.8,80.27,71.99,63,Female,48,117,18.85,Snowy,4
9842,Exercise 12,392.98,70.17,99.58,68,Female,21,150,23.62,Windy,7
9843,Exercise 2,361.69,78.73,80.17,33,Male,53,113,24.16,Sunny,2
9844,Exercise 13,499.24,56.51,87.94,22,Male,25,105,22.73,Snowy,2
9845,Exercise 4,298.48,70.5,98.82,58,Female,51,149,21.01,Sunny,5
9846,Exercise 8,203.09,54.39,71.27,27,Female,42,177,30.46,Windy,2
9847,Exercise 11,300.34,54.44,85.22,56,Female,16,104,30.04,Snowy,8
9848,Exercise 2,385.35,69.06,67.87,48,Female,17,124,24.41,Cloudy,5
9849,Exercise 2,116.79,98.64,53.4,68,Male,49,146,23.7,Cloudy,10
9850,Exercise 9,262.99,90.92,58.53,26,Male,36,173,30.49,Snowy,6
9851,Exercise 5,289.89,60.55,79.17,19,Female,39,145,25.59,Cloudy,3
9852,Exercise 10,154.99,53.52,56.24,34,Female,18,107,20.85,Rainy,9
9853,Exercise 13,402.32,69.46,63.7,41,Male,32,178,19.53,Sunny,4
9854,Exercise 8,402.9,58.61,85.46,45,Female,54,168,26.48,Snowy,8
9855,Exercise 3,346.81,77.95,73.14,58,Female,43,134,29.13,Rainy,6
9856,Exercise 4,293.48,79.36,87.59,61,Female,59,138,20.75,Snowy,2
9857,Exercise 6,228.52,84.19,61.12,57,Female,33,136,20.71,Cloudy,2
9858,Exercise 4,208.22,79.13,70.51,50,Female,29,172,22.35,Snowy,3
9859,Exercise 5,134.47,82.15,91.21,53,Male,35,135,22.7,Windy,5
9860,Exercise 11,103.35,94.7,82.89,36,Female,15,138,24.11,Cloudy,8
9861,Exercise 7,194.67,94.35,52.64,60,Female,41,124,21.35,Windy,4
9862,Exercise 13,368.66,88.69,78.4,45,Female,18,153,25.7,Snowy,7
9863,Exercise 5,496.87,67.97,66.7,37,Male,16,121,32.34,Rainy,7
9864,Exercise 2,493.74,75.0,94.7,42,Male,26,106,18.61,Cloudy,5
9865,Exercise 4,151.48,52.85,82.25,33,Female,32,172,25.33,Windy,4
9866,Exercise 10,285.56,89.39,70.61,67,Female,16,118,21.7,Snowy,3
9867,Exercise 2,405.85,71.62,95.75,25,Male,30,149,27.37,Sunny,5
9868,Exercise 11,350.04,78.21,88.08,33,Female,57,119,22.0,Windy,9
9869,Exercise 12,381.21,76.22,86.01,41,Female,21,126,23.21,Snowy,3
9870,Exercise 3,298.82,86.72,62.93,61,Male,26,124,27.96,Rainy,10
9871,Exercise 4,411.11,78.94,54.64,37,Female,21,129,29.94,Rainy,3
9872,Exercise 9,134.97,76.2,80.19,62,Male,22,154,30.3,Rainy,7
9873,Exercise 12,360.14,68.28,70.24,53,Female,36,138,22.8,Snowy,6
9874,Exercise 9,188.29,78.03,52.23,26,Female,30,128,34.21,Snowy,1
9875,Exercise 4,358.25,75.6,50.27,28,Male,22,179,33.44,Snowy,5
9876,Exercise 4,362.77,75.01,78.85,59,Female,57,137,31.41,Windy,2
9877,Exercise 5,486.83,77.25,86.04,52,Female,23,153,25.98,Windy,10
9878,Exercise 14,300.99,85.13,76.19,35,Female,50,122,29.22,Rainy,5
9879,Exercise 4,160.15,57.68,57.77,27,Male,44,169,30.88,Sunny,10
9880,Exercise 12,423.3,85.91,97.51,50,Male,19,147,23.88,Rainy,3
9881,Exercise 1,148.13,74.81,99.59,69,Male,26,107,25.83,Windy,5
9882,Exercise 10,421.85,86.15,80.56,57,Female,17,100,20.55,Rainy,7
9883,Exercise 8,445.77,71.32,90.93,40,Female,50,100,27.67,Cloudy,5
9884,Exercise 5,158.87,81.39,94.09,54,Female,40,151,29.85,Windy,7
9885,Exercise 14,240.54,89.46,60.81,38,Male,22,150,20.65,Rainy,1
9886,Exercise 9,394.35,88.17,50.93,31,Female,33,178,31.48,Snowy,2
9887,Exercise 11,479.92,76.91,96.8,37,Male,43,145,19.02,Windy,1
9888,Exercise 1,464.33,66.03,60.57,44,Male,36,134,34.58,Rainy,1
9889,Exercise 8,107.07,66.63,59.7,48,Male,38,129,27.88,Cloudy,6
9890,Exercise 7,443.65,84.42,59.11,62,Female,22,153,19.81,Windy,2
9891,Exercise 3,423.89,60.54,52.75,55,Male,32,128,19.45,Rainy,8
9892,Exercise 11,233.06,63.57,56.87,60,Male,39,176,19.01,Snowy,3
9893,Exercise 12,479.52,97.22,73.35,45,Male,36,171,26.32,Snowy,4
9894,Exercise 1,285.72,56.72,70.27,25,Male,18,104,24.37,Windy,1
9895,Exercise 8,294.35,55.26,82.99,27,Female,17,139,25.31,Sunny,8
9896,Exercise 1,106.78,99.83,72.53,45,Female,21,122,26.82,Sunny,8
9897,Exercise 2,232.03,72.92,83.29,63,Female,20,131,21.65,Rainy,1
9898,Exercise 12,133.84,95.34,63.63,28,Female,31,114,30.87,Sunny,4
9899,Exercise 14,448.67,89.21,53.05,32,Male,32,130,26.22,Snowy,6
9900,Exercise 12,104.86,86.36,89.72,28,Female,15,158,29.42,Snowy,10
9901,Exercise 12,353.88,59.57,93.09,21,Female,46,159,27.73,Snowy,7
9902,Exercise 5,227.64,89.67,91.09,64,Male,49,171,33.74,Windy,9
9903,Exercise 4,453.7,66.41,76.67,68,Female,34,143,19.75,Cloudy,5
9904,Exercise 8,437.28,56.99,54.97,18,Female,41,170,32.57,Snowy,3
9905,Exercise 10,118.34,73.08,84.22,40,Male,38,141,24.53,Windy,6
9906,Exercise 3,350.11,84.2,82.31,24,Male,29,107,29.25,Sunny,10
9907,Exercise 8,117.83,80.98,82.26,51,Male,39,143,20.66,Snowy,6
9908,Exercise 10,121.75,98.27,77.77,30,Female,56,104,33.95,Sunny,8
9909,Exercise 6,492.45,97.89,99.89,41,Female,51,149,28.15,Cloudy,8
9910,Exercise 8,404.36,58.71,93.0,34,Female,35,111,27.27,Cloudy,10
9911,Exercise 1,207.77,92.56,62.03,20,Female,47,150,24.27,Sunny,6
9912,Exercise 7,274.6,68.75,53.61,67,Female,20,159,26.59,Sunny,3
9913,Exercise 14,463.55,98.05,88.48,57,Male,18,160,34.18,Sunny,5
9914,Exercise 12,193.62,98.03,53.47,23,Male,53,106,19.61,Windy,10
9915,Exercise 13,475.26,85.74,53.01,61,Male,32,153,30.53,Windy,2
9916,Exercise 3,434.2,87.13,63.35,23,Female,43,114,21.65,Rainy,8
9917,Exercise 13,309.91,98.15,93.45,55,Female,52,172,20.46,Sunny,7
9918,Exercise 12,258.39,72.3,57.06,26,Female,55,119,33.21,Snowy,3
9919,Exercise 4,490.0,87.65,79.85,68,Male,38,175,32.22,Sunny,1
9920,Exercise 7,113.21,77.86,85.58,22,Male,49,116,27.85,Cloudy,1
9921,Exercise 3,140.31,95.89,90.01,54,Female,41,156,27.64,Rainy,3
9922,Exercise 5,400.45,91.59,86.85,38,Female,30,152,29.23,Rainy,2
9923,Exercise 5,265.94,63.27,57.07,54,Female,45,179,22.0,Windy,5
9924,Exercise 13,236.14,78.75,55.4,20,Female,49,116,28.1,Windy,2
9925,Exercise 10,487.16,58.14,54.34,63,Male,55,155,29.79,Windy,9
9926,Exercise 8,334.33,55.29,92.08,50,Female,28,106,22.23,Windy,6
9927,Exercise 11,120.52,84.78,53.13,49,Male,52,118,19.0,Rainy,8
9928,Exercise 1,212.64,69.72,93.77,54,Male,43,106,30.97,Snowy,5
9929,Exercise 6,430.4,71.58,80.69,59,Female,24,160,30.29,Sunny,6
9930,Exercise 7,332.32,70.17,76.59,59,Male,46,166,19.34,Cloudy,7
9931,Exercise 8,112.35,87.04,78.18,46,Male,33,171,20.78,Snowy,6
9932,Exercise 4,189.03,68.0,62.35,44,Female,29,107,22.05,Snowy,8
9933,Exercise 11,348.87,72.62,98.53,52,Female,19,124,28.74,Snowy,6
9934,Exercise 11,470.63,82.49,92.5,32,Male,45,145,29.12,Snowy,4
9935,Exercise 4,382.42,93.79,69.64,64,Male,31,175,25.93,Rainy,6
9936,Exercise 13,348.51,90.77,94.75,30,Male,46,126,29.25,Snowy,6
9937,Exercise 13,131.65,61.13,93.18,32,Female,48,113,34.63,Rainy,1
9938,Exercise 2,445.1,99.85,56.86,30,Male,16,120,20.77,Snowy,4
9939,Exercise 9,408.87,62.95,55.66,49,Female,56,115,31.41,Rainy,9
9940,Exercise 13,496.98,76.66,70.69,31,Male,55,153,27.05,Snowy,7
9941,Exercise 12,473.03,67.63,68.69,21,Female,55,114,21.89,Cloudy,9
9942,Exercise 2,380.77,94.61,75.79,61,Female,33,128,34.19,Snowy,4
9943,Exercise 9,463.65,65.59,73.75,35,Female,52,165,23.54,Windy,10
9944,Exercise 13,290.27,77.04,63.06,28,Male,58,172,29.22,Rainy,8
9945,Exercise 13,383.8,73.9,72.78,55,Female,49,170,31.22,Windy,7
9946,Exercise 8,489.39,62.57,60.77,37,Female,46,100,25.9,Sunny,4
9947,Exercise 9,193.08,57.25,55.59,30,Female,46,104,18.34,Rainy,5
9948,Exercise 12,489.47,57.28,62.52,28,Male,38,133,19.59,Rainy,1
9949,Exercise 11,151.0,77.48,64.84,63,Female,42,115,26.16,Snowy,8
9950,Exercise 14,328.04,69.64,52.05,51,Male,43,137,30.08,Snowy,4
9951,Exercise 6,219.71,98.49,98.94,35,Male,16,140,24.18,Snowy,6
9952,Exercise 11,288.18,64.17,84.52,21,Male,42,100,22.63,Windy,7
9953,Exercise 7,337.72,99.95,53.57,43,Female,22,104,22.75,Rainy,2
9954,Exercise 11,406.0,63.0,71.49,69,Male,20,134,20.29,Rainy,1
9955,Exercise 4,356.14,99.44,51.15,27,Male,19,168,21.62,Sunny,5
9956,Exercise 7,256.58,51.23,77.22,24,Female,46,175,27.01,Rainy,8
9957,Exercise 9,458.04,58.36,55.24,28,Male,43,142,31.3,Windy,5
9958,Exercise 12,477.41,98.05,94.32,47,Female,55,134,29.49,Sunny,2
9959,Exercise 10,476.3,87.37,80.48,18,Male,42,118,18.67,Rainy,2
9960,Exercise 3,464.66,70.0,95.04,54,Female,18,109,22.89,Windy,9
9961,Exercise 11,298.31,67.12,87.46,64,Female,40,168,19.47,Rainy,10
9962,Exercise 4,435.47,84.44,53.45,24,Male,52,169,26.81,Rainy,3
9963,Exercise 3,414.73,80.4,95.86,57,Female,31,140,25.39,Windy,6
